StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ec_1_1,ec_1_2,ec_1_3,ec_1_4,ec_1_5,ec_1_6,ec_2,importance,gender,gender_4_TEXT,race,end,workerId,attribute,PROLIFIC_PID
2026-05-12 16:31:35,2026-05-12 16:32:08,0,50.44.93.104,100,33,1,2026-05-12 16:32:09,R_5zTOAJSaUS09R7j,,,,,42.2186,-89.0465,anonymous,EN,1,2,2,1,2,1,42,,,,,,,,669816ec7900b3bc0d49bdc0
2026-05-12 16:31:40,2026-05-12 16:32:21,0,107.128.30.115,100,41,1,2026-05-12 16:32:22,R_5QXz5pbl39QX1vB,,,,,32.6401,-97.5474,anonymous,EN,1,1,2,1,2,1,one one,2,2,,5,,,were under 50 years old.,62b5dfdce07ed3bed9400b38
2026-05-12 16:31:34,2026-05-12 16:32:28,0,76.117.156.37,100,54,1,2026-05-12 16:32:29,R_6FRMCtVw9RdQGIQ,,,,,39.9676,-74.5735,anonymous,EN,1,2,2,1,2,1,52,,,,,,,,5efe6daf6a2551378201893e
2026-05-12 16:31:34,2026-05-12 16:32:29,0,174.49.49.171,100,55,1,2026-05-12 16:32:30,R_70XQYQdLU3LXatH,,,,,36.3403,-86.7195,anonymous,EN,1,1,2,1,2,1,one one,3,1,,5,,,were women.,5b215747cd0abe00014fa2f6
2026-05-12 16:31:41,2026-05-12 16:32:35,0,152.44.242.53,100,53,1,2026-05-12 16:32:35,R_6RrU8lSeeKd8CqF,,,,,47.7586,-122.2057,anonymous,EN,1,2,2,1,2,1,one one,8,2,,2,,,were based on the West Coast of the United States.,69f912aa2264af306d680f1d
2026-05-12 16:32:24,2026-05-12 16:32:39,0,71.171.106.148,100,14,1,2026-05-12 16:32:39,R_7pqJsdWc22oMjsZ,,,,,39.018,-77.539,anonymous,EN,1,2,2,1,2,1,52,,,,,,,,5ecf40ccb218ec372490e3ea
2026-05-12 16:32:08,2026-05-12 16:32:41,0,73.74.210.243,100,32,1,2026-05-12 16:32:42,R_6f9mF2L5PWNWIz3,,,,,41.5495,-88.1235,anonymous,EN,1,1,2,1,2,1,52,,,,,,,,69d585fdf6465eb26abef736
2026-05-12 16:31:35,2026-05-12 16:32:47,0,73.75.172.225,100,72,1,2026-05-12 16:32:47,R_1qQou5RNbHu8sQ9,,,,,40.772,-89.6572,anonymous,EN,1,2,2,1,2,1,one one,3,1,,5,,,worked at a university.,694d98face021af3555a235e
2026-05-12 16:32:11,2026-05-12 16:32:53,0,96.249.212.175,100,42,1,2026-05-12 16:32:53,R_7KUy8oQsokyZtGV,,,,,41.6919,-73.8642,anonymous,EN,1,2,2,1,2,1,"one one ",,,,,,,,6632b251b156f5767252f453
2026-05-12 16:31:47,2026-05-12 16:32:57,0,99.127.255.104,100,70,1,2026-05-12 16:32:57,R_5rTdwCSpi6tid83,,,,,38.6529,-87.1699,anonymous,EN,1,2,2,1,2,1,one one,6,1,,5,,,were women.,695fbf46a18461984feb824f
2026-05-12 16:32:25,2026-05-12 16:32:59,0,69.141.44.116,100,33,1,2026-05-12 16:32:59,R_6pLX5RoqndI8MWB,,,,,40.2993,-73.9891,anonymous,EN,1,2,2,1,2,1,52,,,,,,,,69f12a486ad4ab0dbc1683df
2026-05-12 16:31:45,2026-05-12 16:33:01,0,173.89.11.208,100,76,1,2026-05-12 16:33:02,R_7Fzfdf8kPn8v3OE,,,,,43.014,-88.2783,anonymous,EN,1,1,2,1,2,1,one one,1,1,,5,,,worked at a university.,6334b0fc574064de4e68f578
2026-05-12 16:32:17,2026-05-12 16:33:07,0,104.10.84.143,100,49,1,2026-05-12 16:33:07,R_1291pCq9d1bThiB,,,,,30.1193,-97.7396,anonymous,EN,1,2,2,1,2,1,one one,4,2,,2,,,worked at a university.,6239fa1b808d162efbd59d11
2026-05-12 16:32:16,2026-05-12 16:33:08,0,24.13.161.2,100,52,1,2026-05-12 16:33:08,R_7CH50rkQjkNVhdN,,,,,41.85,-87.7165,anonymous,EN,1,1,2,1,2,1,one one,6,1,,5,,,were women.,69d589fe4a3f2754529d7f04
2026-05-12 16:32:23,2026-05-12 16:33:13,0,75.186.64.223,100,49,1,2026-05-12 16:33:13,R_1IdhiWEtFDYPOPX,,,,,40.2861,-84.1729,anonymous,EN,1,2,2,1,2,1,one one,2,2,,5,,,were based on the West Coast of the United States.,608f39d2c76e436967135846
2026-05-12 16:32:24,2026-05-12 16:33:15,0,69.246.144.171,100,51,1,2026-05-12 16:33:16,R_1v2jDcBajyWQPWV,,,,,30.417,-84.185,anonymous,EN,1,2,2,1,2,1,one one,6,2,,5,,,worked at a university.,5d34e9edc7d05300019ecf55
2026-05-12 16:32:04,2026-05-12 16:33:23,0,99.40.53.225,100,78,1,2026-05-12 16:33:23,R_3al4EpJw564395x,,,,,32.7638,-117.07,anonymous,EN,1,1,2,1,2,1,one one,6,1,,2,,,were women.,610992345dff3a5180a13714
2026-05-12 16:32:01,2026-05-12 16:33:24,0,108.231.248.73,100,82,1,2026-05-12 16:33:24,R_3VfgfbGEdtgaz4d,,,,,32.754,-97.1363,anonymous,EN,2,1,2,1,2,1,one one,6,2,,5,,,were under 50 years old.,67a6b3afa7ded99142842424
2026-05-12 16:31:42,2026-05-12 16:33:25,0,98.169.15.149,100,102,1,2026-05-12 16:33:25,R_6Xpval9YVDkucmo,,,,,38.8921,-77.2522,anonymous,EN,1,1,2,1,2,1,one one,3,2,,2,,,worked at a university.,5e8e7167572c651246e08a7b
2026-05-12 16:32:07,2026-05-12 16:33:25,0,104.203.11.247,100,78,1,2026-05-12 16:33:26,R_1PdQwXgKgquoa3n,,,,,25.7701,-80.1928,anonymous,EN,1,2,2,1,2,1,one one,4,1,,5,,,were women.,69de95638988aeebd28245c4
2026-05-12 16:32:02,2026-05-12 16:33:28,0,173.54.3.126,100,86,1,2026-05-12 16:33:29,R_6LJfwY2O1YAbXgt,,,,,40.8617,-74.4104,anonymous,EN,1,2,2,1,2,1,one one,6,2,,5,no additional comments thank you,,were under 50 years old.,6676ddf4aeae188a30f824f5
2026-05-12 16:32:19,2026-05-12 16:33:29,0,216.21.166.119,100,70,1,2026-05-12 16:33:30,R_1iaFZzDeK1XiDOB,,,,,38.9909,-94.5525,anonymous,EN,1,1,2,1,2,1,one one,4,2,,5,,,were under 50 years old.,69bd4d6a081ebb98d25fe173
2026-05-12 16:31:57,2026-05-12 16:33:30,0,216.235.235.210,100,92,1,2026-05-12 16:33:31,R_6n12tugn8fmAiIp,,,,,37.3031,-78.409,anonymous,EN,1,2,2,1,2,1,one one,7,2,,5,,,worked at a university.,6941ecbefc95f2605d031b6f
2026-05-12 16:31:49,2026-05-12 16:33:34,0,24.1.239.171,100,105,1,2026-05-12 16:33:35,R_6aFZI0eI7ZTrpBW,,,,,41.7609,-88.0151,anonymous,EN,1,2,2,1,2,1,one one,3,2,,5,,,were based on the West Coast of the United States.,6400df45e639d203b8518cad
2026-05-12 16:32:27,2026-05-12 16:33:35,0,104.63.242.213,100,68,1,2026-05-12 16:33:35,R_73K5hwyXwhOc45H,,,,,34.074,-118.2611,anonymous,EN,1,1,2,1,2,1,one one,6,2,,2,,,were under 50 years old.,69d9a366a10eee5f7d9164cf
2026-05-12 16:32:11,2026-05-12 16:33:35,0,209.74.123.237,100,84,1,2026-05-12 16:33:36,R_1e3BAXxlMnM654l,,,,,42.4998,-85.4081,anonymous,EN,1,2,2,1,2,1,one one,7,1,,5,,,worked at a university.,62694f79608ed29b7af936b1
2026-05-12 16:31:52,2026-05-12 16:33:36,0,76.104.104.42,100,104,1,2026-05-12 16:33:36,R_6tb50guVNcdM1wW,,,,,36.6249,-79.4107,anonymous,EN,1,2,2,1,2,1,one one,3,1,,3,,,were women.,6673beb472e3c2b594f05d39
2026-05-12 16:32:44,2026-05-12 16:33:37,0,172.56.70.142,100,52,1,2026-05-12 16:33:37,R_7pxp0VZ6zJ1XfQN,,,,,33.8654,-84.3385,anonymous,EN,2,2,2,1,2,1,one one,7,1,,3,,,worked at a university.,6236fe0ee063333a3e1ba72a
2026-05-12 16:31:38,2026-05-12 16:33:43,0,24.208.154.94,100,124,1,2026-05-12 16:33:43,R_50pBAsZacTpI129,,,,,37.9653,-87.3902,anonymous,EN,1,2,2,1,2,1,one one,2,1,,2,,,were based on the West Coast of the United States.,69e1a805f0a3bc4fde715f98
2026-05-12 16:32:05,2026-05-12 16:33:48,0,68.129.3.252,100,103,1,2026-05-12 16:33:49,R_1uHToYkaSipB5vv,,,,,40.7828,-73.9745,anonymous,EN,1,2,2,1,2,1,one one,7,2,,5,,,were women.,69c6b49032de4e6462fd0792
2026-05-12 16:32:37,2026-05-12 16:33:49,0,12.74.153.92,100,71,1,2026-05-12 16:33:49,R_1PhjOioAnWp6COY,,,,,38.687,-121.3477,anonymous,EN,1,2,2,1,2,1,one one,8,1,,5,,,were under 50 years old.,69dd9b44c69a3b79b9e12aae
2026-05-12 16:32:24,2026-05-12 16:33:49,0,68.102.107.9,100,85,1,2026-05-12 16:33:50,R_3nhtHIvYUugZ0C5,,,,,37.6658,-97.3146,anonymous,EN,1,2,2,1,2,1,one one,6,1,,5,,,were based on the West Coast of the United States.,60ddfe929fff846f04cd2c95
2026-05-12 16:31:55,2026-05-12 16:33:50,0,68.96.215.195,100,114,1,2026-05-12 16:33:50,R_6Dwm6ZPDYyDvmMN,,,,,36.2819,-115.1475,anonymous,EN,1,2,2,1,2,1,one one,2,2,,5,,,were based on the West Coast of the United States.,62c4dbae8fb1ff9cd93a3150
2026-05-12 16:32:19,2026-05-12 16:33:51,0,75.217.125.36,100,92,1,2026-05-12 16:33:52,R_1f8HG1it1m8ISPQ,,,,,29.9641,-95.4968,anonymous,EN,1,1,2,1,2,1,one one,1,2,,5,,,were based on the West Coast of the United States.,66045d9597282a2c36b8adbd
2026-05-12 16:31:53,2026-05-12 16:33:55,0,75.162.163.16,100,121,1,2026-05-12 16:33:55,R_6wxiuQqRHbsQLMR,,,,,41.6244,-93.6694,anonymous,EN,1,1,2,1,2,1,one one,1,2,,4,,,were based on the West Coast of the United States.,6637f2807d667d4013989fc1
2026-05-12 16:32:20,2026-05-12 16:33:55,0,24.111.134.87,100,95,1,2026-05-12 16:33:56,R_1dACE7NwKHpxuZA,,,,,47.8977,-97.0394,anonymous,EN,1,2,2,1,2,1,one one,7,2,,5,thank you,,were under 50 years old.,5d63867550d0dd0017805976
2026-05-12 16:32:28,2026-05-12 16:33:57,0,130.44.143.14,100,89,1,2026-05-12 16:33:58,R_7WL8mdH0UsUsxkl,,,,,42.3797,-71.1034,anonymous,EN,1,2,2,1,2,1,one one,2,2,,2,,,were women.,5c3a865019ceb400010c914a
2026-05-12 16:31:45,2026-05-12 16:33:59,0,24.240.118.50,100,134,1,2026-05-12 16:33:59,R_5IZAhq0UGH8QijM,,,,,43.1899,-89.2185,anonymous,EN,1,1,2,1,2,1,one one,6,1,,5,,,were based on the West Coast of the United States.,69a35a044731bcfdc4ea9df9
2026-05-12 16:32:20,2026-05-12 16:33:59,0,75.207.104.78,100,99,1,2026-05-12 16:33:59,R_6cd2Apx3Oaa8EoE,,,,,35.1712,-80.7939,anonymous,EN,1,2,2,1,2,1,one one,2,2,,5,,,were based on the West Coast of the United States.,6918ea029f4616b7d9f3581d
2026-05-12 16:32:14,2026-05-12 16:34:02,0,172.59.115.241,100,107,1,2026-05-12 16:34:02,R_3kc5hBwFn3WnLBc,,,,,36.8375,-76.0976,anonymous,EN,1,2,2,1,2,1,one one,4,2,,5,no comments,,were women.,676191c90a2f4ed117de625d
2026-05-12 16:32:08,2026-05-12 16:34:03,0,76.114.53.209,100,115,1,2026-05-12 16:34:04,R_5iVfwATe9cjgjas,,,,,38.768,-121.3349,anonymous,EN,1,1,2,1,2,1,one one,6,1,,5,,,worked at a university.,69d5a20941da7cba185df069
2026-05-12 16:32:57,2026-05-12 16:34:07,0,173.216.4.26,100,69,1,2026-05-12 16:34:07,R_6jDt6gDpcWxqtt0,,,,,34.9745,-92.0165,anonymous,EN,1,2,2,1,2,1,one one,6,2,,5,,,were under 50 years old.,6480e5e07d480982e0a0ba3c
2026-05-12 16:33:26,2026-05-12 16:34:12,0,107.133.97.85,100,46,1,2026-05-12 16:34:13,R_6pxR4XhhsJMv0jk,,,,,32.6414,-85.3755,anonymous,EN,1,2,2,1,2,1,one one,6,2,,5,,,worked at a university.,5de9569d5c340f05d554fbeb
2026-05-12 16:32:22,2026-05-12 16:34:13,0,172.221.144.9,100,110,1,2026-05-12 16:34:13,R_3FDPu1hJDNYyx3S,,,,,38.5848,-90.2996,anonymous,EN,1,1,2,1,2,1,one one,2,1,,5,,,worked at a university.,5e52a7cc53ecf12b883e1e1f
2026-05-12 16:32:57,2026-05-12 16:34:14,0,73.161.54.116,100,76,1,2026-05-12 16:34:14,R_5VlOvOfvBgSgwaj,,,,,42.2807,-83.7801,anonymous,EN,1,2,2,1,2,1,one one,6,2,,4,,,were women.,5cb62e9293342300017a72a1
2026-05-12 16:31:55,2026-05-12 16:34:21,0,136.47.141.99,100,145,1,2026-05-12 16:34:21,R_3F49uaCakQUzat5,,,,,35.9806,-78.8426,anonymous,EN,1,2,2,1,2,1,one one,7,1,,2,,,were under 50 years old.,6991551b7b0c4970e11f07db
2026-05-12 16:32:28,2026-05-12 16:34:22,0,75.128.91.43,100,114,1,2026-05-12 16:34:23,R_5QGySJEw9dvzpsI,,,,,41.9053,-83.476,anonymous,EN,1,1,2,1,2,1,"""one one""",2,1,,5,,,worked at a university.,5ba259603bf2350001a54284
2026-05-12 16:32:12,2026-05-12 16:34:22,0,23.28.137.116,100,130,1,2026-05-12 16:34:23,R_6OT1MHZhbdFnMdP,,,,,30.2802,-86.0331,anonymous,EN,1,2,2,1,2,1,one one,3,2,,5,,,were based on the West Coast of the United States.,5cee02c4f19e6300175f8cbe
2026-05-12 16:32:24,2026-05-12 16:34:22,0,165.214.73.71,100,118,1,2026-05-12 16:34:23,R_6mmcREbtjYBefmc,,,,,36.1769,-86.7339,anonymous,EN,1,1,2,1,2,1,"""one one""",1,1,,5,,,were based on the West Coast of the United States.,64820b6c2c4ffe2a7f30b1dc
2026-05-12 16:32:21,2026-05-12 16:34:25,0,99.94.137.53,100,124,1,2026-05-12 16:34:25,R_7PnQT3XWekWaxQy,,,,,42.4327,-83.0396,anonymous,EN,1,2,2,1,2,1,one one,4,1,,5,,,worked at a university.,63dac3039dddeaa909a790fb
2026-05-12 16:32:19,2026-05-12 16:34:27,0,100.14.165.230,100,127,1,2026-05-12 16:34:27,R_7Mwbpz0YXWnFe6Z,,,,,40.1215,-75.3269,anonymous,EN,1,1,2,1,2,1,one one,2,2,,5,,,were under 50 years old.,69e0d979c41f97f199ae7a2e
2026-05-12 16:32:25,2026-05-12 16:34:27,0,75.179.4.122,100,122,1,2026-05-12 16:34:28,R_1h6MD7VQg5HJ3eb,,,,,39.9401,-82.8965,anonymous,EN,1,2,2,1,2,1,one one,6,1,,5,,,were under 50 years old.,6914f6df76978314b923ac6b
2026-05-12 16:34:01,2026-05-12 16:34:28,0,108.36.86.190,100,26,1,2026-05-12 16:34:28,R_51vKOMioZQQgxUr,,,,,40.2874,-75.2156,anonymous,EN,1,2,2,1,2,1,52,,,,,,,,69dd3ed63fbfe7bbbf3aac15
2026-05-12 16:33:45,2026-05-12 16:34:31,0,104.220.10.241,100,45,1,2026-05-12 16:34:31,R_61YJtlqnW6GeD7H,,,,,38.7883,-121.2366,anonymous,EN,1,1,2,1,2,1,"one one ",,,,,,,,69d5279d891966dff43a69fa
2026-05-12 16:32:33,2026-05-12 16:34:36,0,172.56.120.183,100,122,1,2026-05-12 16:34:37,R_7q96ys5d2VYeFbo,,,,,34.2005,-118.4025,anonymous,EN,1,1,2,1,2,1,one one,8,2,,4,none,,worked at a university.,661124ea6eb49e5f25077328
2026-05-12 16:32:37,2026-05-12 16:34:36,0,172.56.81.135,100,119,1,2026-05-12 16:34:37,R_1JqbNMFWKAaFJ6h,,,,,33.4889,-112.2173,anonymous,EN,1,1,2,1,2,1,one one,6,1,,5,,,were women.,67ed7515c3602df172cbddbc
2026-05-12 16:32:26,2026-05-12 16:34:39,0,50.217.61.146,100,132,1,2026-05-12 16:34:39,R_1nMMYdKqMerXso5,,,,,34.3543,-83.8898,anonymous,EN,1,1,2,1,2,1,one one,7,2,,5,,,were under 50 years old.,6994d82fcd3bb578605980f7
2026-05-12 16:32:20,2026-05-12 16:34:41,0,66.168.167.44,100,140,1,2026-05-12 16:34:41,R_1hucocdj3J21eYp,,,,,32.6414,-85.3755,anonymous,EN,1,2,2,1,2,1,one one,8,1,,5,,,were under 50 years old.,695e7dad8ee5d24ed1227ad7
2026-05-12 16:32:35,2026-05-12 16:34:45,0,76.179.187.222,100,130,1,2026-05-12 16:34:46,R_18zsm7NWR98TTbz,,,,,43.5825,-70.3513,anonymous,EN,1,2,2,1,2,1,one one,4,2,,5,,,were based on the West Coast of the United States.,629aa31883e52081b06a8a8d
2026-05-12 16:32:36,2026-05-12 16:34:47,0,104.57.25.238,100,130,1,2026-05-12 16:34:47,R_75LNZS6URKxWdLX,,,,,35.5365,-78.2844,anonymous,EN,1,2,2,1,2,1,one one,2,1,,5,Thank you,,were women.,69fa1a3265874da1a4bde20e
2026-05-12 16:32:18,2026-05-12 16:34:51,0,97.165.207.7,100,152,1,2026-05-12 16:34:51,R_1TzXWGaGb6LONsm,,,,,39.9517,-76.7064,anonymous,EN,1,2,2,1,2,1,one one,7,1,,5,I think having experts who are over 50 years old are equally as important because they may bring up some good points and/or have been keeping up to date in their field of expertise,,were under 50 years old.,5654c59404212700124a1a4d
2026-05-12 16:33:50,2026-05-12 16:34:54,0,69.212.157.146,100,63,1,2026-05-12 16:34:54,R_6xusftcDGWVpNdv,,,,,29.5652,-98.6145,anonymous,EN,1,1,2,1,2,1,one one,6,1,,5,N/A,,worked at a university.,66b526c9be341b402a506770
2026-05-12 16:34:12,2026-05-12 16:34:56,0,24.159.250.51,100,44,1,2026-05-12 16:34:56,R_3oYFCoAMnWJiZpv,,,,,42.6331,-88.6437,anonymous,EN,1,2,2,1,2,1,one one,7,2,,5,,,were under 50 years old.,60ec54c58f88686dadb1a0c9
2026-05-12 16:31:52,2026-05-12 16:34:57,0,98.236.16.86,100,185,1,2026-05-12 16:34:58,R_66nCpwMiad11jAm,,,,,40.4442,-79.9557,anonymous,EN,1,2,2,1,2,1,one one,2,2,,5,,,were based on the West Coast of the United States.,5e2499d02418b37112720b37
2026-05-12 16:32:32,2026-05-12 16:34:54,0,216.177.12.23,100,142,1,2026-05-12 16:34:58,R_1q4K7pr6QGBSBoB,,,,,43.0773,-72.1119,anonymous,EN,1,2,2,1,2,1,one one,2,1,,5,"My choice was based on the fact that an expert is an expert in their topic and gender should not be relevant when discussing the topic regarding AI in the workplace. ",,were women.,69a984379de823dd92bcd929
2026-05-12 16:33:58,2026-05-12 16:34:58,0,169.151.216.198,100,60,1,2026-05-12 16:34:59,R_5k04emoCNVhWRH9,,,,,33.0809,-96.7241,anonymous,EN,1,2,2,1,2,1,one one,2,2,,5,,,worked at a university.,66b5038047257d743ef1a3a6
2026-05-12 16:33:58,2026-05-12 16:34:59,0,104.182.153.83,100,60,1,2026-05-12 16:34:59,R_5MaGwWUpke5b8x3,,,,,35.1936,-80.6865,anonymous,EN,1,1,2,1,2,1,one one,4,1,,3,,,were women.,610021cc85f3979304c98600
2026-05-12 16:34:00,2026-05-12 16:35:00,0,205.220.46.179,100,60,1,2026-05-12 16:35:01,R_1awjGSB3JKqm6PL,,,,,42.3602,-71.0594,anonymous,EN,1,2,2,1,2,1,one one,3,2,,5,:-),,were based on the West Coast of the United States.,5c376ea0eecc440001c58889
2026-05-12 16:33:48,2026-05-12 16:35:01,0,98.219.188.72,100,72,1,2026-05-12 16:35:01,R_1qPqKuzDedcl6x0,,,,,40.5662,-79.7078,anonymous,EN,1,2,2,1,2,1,one one,6,2,,5,,,were women.,69e408f53c6834fd1ceadad4
2026-05-12 16:34:02,2026-05-12 16:35:04,0,72.180.66.149,100,62,1,2026-05-12 16:35:05,R_5B3XYlzYYet9zA6,,,,,33.1734,-94.9688,anonymous,EN,1,2,2,1,2,1,52,,,,,,,,69ea5defb8f31d728ea66ccb
2026-05-12 16:32:30,2026-05-12 16:35:06,0,99.59.208.88,100,155,1,2026-05-12 16:35:06,R_1rd0wxrPjzld5vP,,,,,29.7373,-95.3972,anonymous,EN,1,1,2,1,2,1,one one,7,2,,5,,,were women.,62885de1cdfe242015ccacef
2026-05-12 16:33:38,2026-05-12 16:35:06,0,67.145.37.18,100,88,1,2026-05-12 16:35:07,R_1yusbNrujJuPB2p,,,,,39.7904,-91.5324,anonymous,EN,1,1,2,1,2,1,"""one one""",7,1,,5,thank you,,worked at a university.,5d88f2c014ae0000010d92a7
2026-05-12 16:32:31,2026-05-12 16:35:10,0,173.244.251.251,100,158,1,2026-05-12 16:35:10,R_7OaoEQyyQxsl3LH,,,,,35.7343,-79.7916,anonymous,EN,1,2,2,1,2,1,one one,4,1,,5,,,were under 50 years old.,60a2c2ea04fc6b2de2f14da9
2026-05-12 16:33:00,2026-05-12 16:35:12,0,71.120.88.145,100,131,1,2026-05-12 16:35:12,R_7EA96MoueoYOwxu,,,,,40.9781,-76.6268,anonymous,EN,1,1,2,1,2,1,one one,7,2,,5,,,were based on the West Coast of the United States.,5c3164e528d82100018160c8
2026-05-12 16:34:04,2026-05-12 16:35:15,0,24.153.36.10,100,71,1,2026-05-12 16:35:16,R_3ZKz7rfnZFRgB72,,,,,41.2226,-76.3449,anonymous,EN,1,2,2,1,2,1,one one,6,1,,5,,,were women.,66b629016f7dd536321ee5f8
2026-05-12 16:33:58,2026-05-12 16:35:17,0,96.59.44.37,100,79,1,2026-05-12 16:35:18,R_5j0E0c3fHNxh2P8,,,,,28.9938,-82.4241,anonymous,EN,1,1,2,1,2,1,one one,8,2,,5,,,were women.,5f5bf9beef06253d2b621fc3
2026-05-12 16:34:30,2026-05-12 16:35:18,0,108.144.12.22,100,47,1,2026-05-12 16:35:18,R_61L4A4orHph6Gkv,,,,,33.7485,-84.3871,anonymous,EN,1,2,2,1,2,1,52,,,,,,,,657c847339bbb2c8238df1c7
2026-05-12 16:32:28,2026-05-12 16:35:19,0,23.121.130.42,100,170,1,2026-05-12 16:35:19,R_11Z6cPdRXSVgsFZ,,,,,32.4974,-93.772,anonymous,EN,1,2,2,1,2,1,one one,7,1,,5,,,worked at a university.,55a56724fdf99b7973398109
2026-05-12 16:34:41,2026-05-12 16:35:24,0,75.209.110.172,100,42,1,2026-05-12 16:35:24,R_5k82CxXrkbGVGVE,,,,,40.0818,-82.9665,anonymous,EN,1,1,2,1,2,1,42,,,,,,,,62cbf51439a76e8fccd8a495
2026-05-12 16:33:49,2026-05-12 16:35:26,0,50.202.237.54,100,96,1,2026-05-12 16:35:26,R_6qpu9LtbubJnZcj,,,,,40.0356,-75.1763,anonymous,EN,1,1,2,1,2,1,one one,3,2,,5,,,were under 50 years old.,69de57ea94b466f8ef7126ab
