StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ec_1_1,ec_1_2,ec_1_3,ec_1_4,ec_1_5,ec_1_6,ec_2,importance,gender,gender_4_TEXT,race,end,workerId,attribute,PROLIFIC_PID
2026-05-12 17:02:47,2026-05-12 17:03:35,0,68.133.30.115,100,48,1,2026-05-12 17:03:36,R_3PdlxFJpjUvpBqB,,,,,42.9685,-78.7492,anonymous,EN,1,1,2,1,2,1,one one,3,1,,5,,,age,69d646c077f60a3e2654356b
2026-05-12 17:01:18,2026-05-12 17:03:39,0,172.58.8.135,100,141,1,2026-05-12 17:03:40,R_3dJmXLVrB53Drt7,,,,,44.9399,-93.2548,anonymous,EN,1,2,2,1,2,1,one one,6,1,,5,,,geographic location,69f0d0a7fd008f7067a09d4e
2026-05-12 17:02:53,2026-05-12 17:03:40,0,206.171.253.76,100,47,1,2026-05-12 17:03:41,R_7wS6S8VpJUuH6G5,,,,,33.8681,-118.1831,anonymous,EN,1,2,2,1,2,1,one one,4,2,,5,,,age,62fc68b4f44b013950b67b11
2026-05-12 17:02:38,2026-05-12 17:03:41,0,73.103.68.71,100,62,1,2026-05-12 17:03:41,R_3tnL2zqIVO2yNMt,,,,,39.2051,-85.9324,anonymous,EN,1,1,2,1,2,1,one one,3,1,,5,,,gender,663a5d30071a8ee639e0b6be
2026-05-12 17:01:53,2026-05-12 17:03:45,0,71.75.172.7,100,111,1,2026-05-12 17:03:45,R_7FhNJobmuN3F2yY,,,,,33.6952,-80.2109,anonymous,EN,1,2,2,1,2,1,52,,,,,,,,60e37439f7c69f9e2d4466eb
2026-05-12 17:02:58,2026-05-12 17:03:48,0,216.228.189.18,100,50,1,2026-05-12 17:03:49,R_1URw8dFxqQBmoNP,,,,,44.2762,-121.1847,anonymous,EN,1,2,2,1,2,1,one one,6,2,,5,,,employment type,6721a99653346fd7b593ee96
2026-05-12 17:01:07,2026-05-12 17:03:56,0,24.177.38.113,100,169,1,2026-05-12 17:03:57,R_6V1sLAv3itDy9XC,,,,,41.5782,-73.415,anonymous,EN,1,2,2,1,2,1,one one,6,1,,5,,,employment type,69f3985608da44d433dc4966
2026-05-12 17:02:04,2026-05-12 17:03:58,0,96.58.163.76,100,113,1,2026-05-12 17:03:58,R_72WnRiOHUUGN5g5,,,,,28.1355,-82.4605,anonymous,EN,1,2,2,1,2,1,one one,3,2,,5,,,age,63c34086cb929e7c9b844a67
2026-05-12 17:02:12,2026-05-12 17:04:02,0,97.139.194.16,100,110,1,2026-05-12 17:04:02,R_57O95nzM5SRT5CN,,,,,39.7067,-104.9694,anonymous,EN,1,1,2,1,2,1,one one,1,2,,5,,,gender,69d0428f9f00d482af903398
2026-05-12 17:02:43,2026-05-12 17:04:03,0,74.133.100.227,100,79,1,2026-05-12 17:04:03,R_1gLszyKH6J3dkcd,,,,,39.7425,-84.6513,anonymous,EN,1,2,2,1,2,1,one one,8,2,,5,,,employment type,6111c28f3db4a360397970a7
2026-05-12 17:01:36,2026-05-12 17:04:08,0,68.47.25.77,100,151,1,2026-05-12 17:04:08,R_6iDrNByCikVeKGv,,,,,44.9399,-93.2548,anonymous,EN,1,2,2,1,2,1,one one,1,1,,3,,,age,69952c4a0bb463a74f843450
2026-05-12 17:02:12,2026-05-12 17:04:10,0,108.252.148.79,100,118,1,2026-05-12 17:04:11,R_5kU0Ywqa4KFQf6q,,,,,29.9481,-90.207,anonymous,EN,1,1,2,1,2,1,one one,2,2,,5,I love NPR!,,geographic location,6474a86474b12fd778ae530f
2026-05-12 17:02:58,2026-05-12 17:04:11,0,107.221.47.92,100,72,1,2026-05-12 17:04:11,R_12lyF8HAAjz2CtE,,,,,41.4128,-81.5607,anonymous,EN,1,1,2,1,2,1,52,,,,,,,,69e3145fc1423f1fa029f09b
2026-05-12 17:03:08,2026-05-12 17:04:11,0,160.93.60.32,100,63,1,2026-05-12 17:04:11,R_5LZW8gPxhGViELf,,,,,40.1994,-74.7106,anonymous,EN,1,1,2,1,2,1,one one,3,2,,5,,,age,5ced8f96a726ed0015d31452
2026-05-12 17:03:10,2026-05-12 17:04:11,0,107.129.108.23,100,61,1,2026-05-12 17:04:11,R_63LUoekNAFckuzv,,,,,34.0456,-118.2694,anonymous,EN,1,1,2,1,2,1,one one,6,1,,2,,,geographic location,69cd469dea48b420efa3c26b
2026-05-12 17:03:22,2026-05-12 17:04:14,0,24.15.29.233,100,52,1,2026-05-12 17:04:14,R_69PJVxWBna8wAiB,,,,,41.8003,-87.9587,anonymous,EN,1,2,2,1,2,1,one one,3,2,,5,,,age,578d3224900cc80001d2e704
2026-05-12 17:03:02,2026-05-12 17:04:15,0,38.34.216.133,100,72,1,2026-05-12 17:04:16,R_7y7LF2BrpzdFCxg,,,,,34.6295,-98.6287,anonymous,EN,1,1,2,1,2,1,"""one one""",3,1,,5,,,age,608aede3203836ab453453a0
2026-05-12 17:01:36,2026-05-12 17:04:18,0,16.98.18.164,100,161,1,2026-05-12 17:04:18,R_5EoyMzPauf5scjf,,,,,28.7115,-81.5135,anonymous,EN,1,2,2,1,2,1,one one,8,2,,4,,,employment type,60e7639e8eca5490df1e412e
2026-05-12 17:02:37,2026-05-12 17:04:19,0,24.45.110.221,100,102,1,2026-05-12 17:04:19,R_7E6NKQ3jGxRGFZ2,,,,,40.8905,-74.0504,anonymous,EN,1,1,2,1,2,1,one one,8,1,,5,,,geographic location,578678f6900cc80001d2dea5
2026-05-12 17:02:55,2026-05-12 17:04:21,0,209.50.19.78,100,85,1,2026-05-12 17:04:22,R_7AFJIwr8PWtrK2s,,,,,40.7842,-96.6461,anonymous,EN,1,1,2,1,2,1,one one,3,1,,5,,,age,69446a662f72f30671df1c89
2026-05-12 17:03:12,2026-05-12 17:04:22,0,71.56.103.51,100,69,1,2026-05-12 17:04:22,R_5BQWToJXy8vzASl,,,,,34.1078,-84.5026,anonymous,EN,1,2,2,1,2,1,one one,7,2,,5,,,gender,69bc167817d7f11cf60dc98b
2026-05-12 17:03:05,2026-05-12 17:04:22,0,98.29.148.96,100,77,1,2026-05-12 17:04:23,R_1wpLYkn22mn4MQF,,,,,39.8411,-84.4183,anonymous,EN,1,2,2,1,2,1,one one,7,1,,5,,,geographic location,696a651a32c5d3c0adb0b7cc
2026-05-12 17:01:30,2026-05-12 17:04:35,0,163.116.137.50,100,184,1,2026-05-12 17:04:35,R_7QXoA5EzIGv8Jzu,,,,,33.7485,-84.3871,anonymous,EN,1,1,2,1,2,1,one one,7,2,,5,,,employment type,69cad05abf2672eec988c452
2026-05-12 17:03:25,2026-05-12 17:04:36,0,73.70.176.107,100,70,1,2026-05-12 17:04:36,R_6xFOJK5DNZMgOS2,,,,,38.1043,-122.2442,anonymous,EN,1,1,2,1,2,1,one one,1,2,,5,,,gender,6398db762e009c7af9e1da88
2026-05-12 17:02:34,2026-05-12 17:04:38,0,24.23.6.52,100,123,1,2026-05-12 17:04:38,R_5DdVVfFvzn3hiuQ,,,,,37.6755,-121.0068,anonymous,EN,1,2,2,1,2,1,one one,7,2,,5,I really enjoyed this study.  Thank you for letting me participate.,,age,6630e55b3b999569b5a36635
2026-05-12 17:01:59,2026-05-12 17:04:38,0,96.19.36.98,100,159,1,2026-05-12 17:04:39,R_6FEyPeGrOJl8x9G,,,,,42.5582,-114.4659,anonymous,EN,1,2,2,1,2,1,one one,2,1,,5,,,gender,696a7ac50587b3a05ff64186
2026-05-12 17:02:58,2026-05-12 17:04:42,0,65.184.233.160,100,103,1,2026-05-12 17:04:43,R_3E56HMeV6YAy8Zh,,,,,34.3033,-77.8039,anonymous,EN,1,2,2,1,2,1,one one,6,1,,5,,,geographic location,69d6d9121246fdf245404cfd
2026-05-12 17:01:00,2026-05-12 17:04:44,0,73.224.193.176,100,223,1,2026-05-12 17:04:44,R_6e4FypcYLs2FfNy,,,,,31.2804,-81.5305,anonymous,EN,1,2,2,1,2,1,one one,8,1,,5,,,age,645906dc264ac9eb66b7f3ec
2026-05-12 17:04:11,2026-05-12 17:04:46,0,38.42.249.4,100,35,1,2026-05-12 17:04:47,R_7uWjxptLpGA2YAl,,,,,42.3427,-71.0922,anonymous,EN,1,2,2,1,2,1,one one,7,2,,2,,,geographic location,66dca29d14f4d3d03a07c762
2026-05-12 17:03:11,2026-05-12 17:04:52,0,96.19.3.216,100,101,1,2026-05-12 17:04:53,R_7IaBAPUwhi9039f,,,,,43.5784,-116.2179,anonymous,EN,1,2,2,1,2,1,one one,1,1,,5,None,,gender,6109b95a3954ea5afdd7add9
2026-05-12 17:03:46,2026-05-12 17:04:52,0,98.4.215.145,100,66,1,2026-05-12 17:04:53,R_1OIHWFeFYoV2nwf,,,,,42.8354,-78.7573,anonymous,EN,1,2,2,1,2,1,one one,8,2,,5,,,employment type,69b9ae7e0412b8d41915f0db
2026-05-12 17:02:57,2026-05-12 17:04:53,0,75.84.114.212,100,116,1,2026-05-12 17:04:54,R_7JW4aC6nMbJyZ78,,,,,33.9213,-118.1422,anonymous,EN,1,2,2,1,2,1,one one,1,2,,4,,,gender,5d094021c79e5a001a796b43
2026-05-12 17:01:41,2026-05-12 17:04:57,0,73.147.237.40,100,196,1,2026-05-12 17:04:57,R_3flm4Hn86u1SFWO,,,,,39.1876,-78.1857,anonymous,EN,1,2,2,1,2,1,"""one one""",7,2,,3,,,employment type,677e5bad4d8c2c5b61965ec3
2026-05-12 17:00:57,2026-05-12 17:04:58,0,108.217.72.81,100,240,1,2026-05-12 17:04:59,R_5JkJANi6PbPpgPb,,,,,33.781,-118.2622,anonymous,EN,1,2,2,1,2,1,one one,7,2,,5,,,geographic location,5b5a822e1ad8270001c4f28d
2026-05-12 17:02:46,2026-05-12 17:05:02,0,73.138.180.165,100,136,1,2026-05-12 17:05:03,R_18RBaB8SXGu1ecp,,,,,27.3196,-80.4017,anonymous,EN,1,1,2,1,2,1,one one,1,1,,5,Thanks!,,gender,62faba5f904642df812944fa
2026-05-12 17:03:35,2026-05-12 17:05:11,0,35.144.46.129,100,95,1,2026-05-12 17:05:11,R_72XIz2YgiyV1NND,,,,,38.6976,-90.3604,anonymous,EN,1,2,2,1,2,1,one one,8,1,,2,,,employment type,69af0882581ce2ebeddd2e33
2026-05-12 17:03:52,2026-05-12 17:05:14,0,76.20.164.51,100,82,1,2026-05-12 17:05:14,R_10Bq9mhhdHqJV5u,,,,,42.6626,-83.1837,anonymous,EN,1,1,2,1,2,1,one one,1,2,,5,,,gender,58ac91c38bf22a00015b91b3
2026-05-12 17:03:25,2026-05-12 17:05:16,0,153.66.129.11,100,110,1,2026-05-12 17:05:16,R_7qmGz7uyR2wnC2G,,,,,39.9587,-82.9987,anonymous,EN,1,1,2,1,2,1,one one,4,2,,5,ty for the work,,geographic location,602b3ed14ae791260d6d12c5
2026-05-12 17:03:41,2026-05-12 17:05:17,0,198.13.84.250,100,95,1,2026-05-12 17:05:17,R_6bVnCp3WtHqAOqy,,,,,34.224,-82.1625,anonymous,EN,1,1,2,1,2,1,one one,1,1,,5,,,gender,69eea2cb76066b446d9833eb
2026-05-12 17:03:23,2026-05-12 17:05:25,0,205.172.12.210,100,122,1,2026-05-12 17:05:26,R_6wuD4RRGDYBvxXV,,,,,37.7007,-97.4383,anonymous,EN,1,1,2,1,2,1,one one,2,2,,5,,,geographic location,604b9e6373c491acd8aec923
2026-05-12 17:03:33,2026-05-12 17:05:32,0,75.89.103.106,100,118,1,2026-05-12 17:05:33,R_7tMxroKcPPgPqbw,,,,,34.7472,-92.3401,anonymous,EN,1,1,2,1,2,1,one one,4,1,,3,,,employment type,69836d75ae655b60013a153e
2026-05-12 17:01:01,2026-05-12 17:05:38,0,97.87.4.154,100,276,1,2026-05-12 17:05:38,R_5I62dgNAlot7ldY,,,,,43.1899,-89.2185,anonymous,EN,1,2,2,1,2,1,one one,1,2,,5,,,gender,566a3e0e7da0350012b3ec49
2026-05-12 17:01:30,2026-05-12 17:05:42,0,75.174.84.183,100,251,1,2026-05-12 17:05:43,R_3zGTsYBqqTc8d0x,,,,,43.6502,-116.4343,anonymous,EN,1,2,2,1,2,1,one one,1,4,No gender,5,,,geographic location,5e1ccb298f3c65054bd232c1
2026-05-12 17:02:27,2026-05-12 17:05:51,0,73.27.17.77,100,203,1,2026-05-12 17:05:52,R_6fwUlousek83AFZ,,,,,26.9901,-82.0947,anonymous,EN,1,1,2,1,2,1,one one,8,1,,5,,,age,6109ba52da29393866a58388
2026-05-12 17:04:38,2026-05-12 17:05:52,0,204.14.14.97,100,73,1,2026-05-12 17:05:53,R_3cZitXNp0UP8VI6,,,,,40.3404,-76.7882,anonymous,EN,1,2,2,1,2,1,one one,3,1,,5,,,age,691e0937b2321e8ee4c87608
2026-05-12 17:03:43,2026-05-12 17:05:58,0,153.66.193.191,100,134,1,2026-05-12 17:05:58,R_5I47uWgq1zh1cVZ,,,,,38.2539,-85.76,anonymous,EN,1,2,2,1,2,1,one one,4,1,,5,,,employment type,69cbeee63cec140ffaaeb8ba
2026-05-12 17:04:04,2026-05-12 17:05:58,0,96.58.178.52,100,113,1,2026-05-12 17:05:58,R_1G7HzlKeNVepwxP,,,,,28.0791,-82.5245,anonymous,EN,1,1,2,1,2,1,one one,3,2,,5,,,employment type,6123d102b713b8a947fd2eb2
2026-05-12 17:01:40,2026-05-12 17:06:01,0,173.17.20.50,100,261,1,2026-05-12 17:06:02,R_3lF6UEKNc5QRlrX,,,,,41.5749,-90.6087,anonymous,EN,1,2,2,1,2,1,one one,6,1,,5,,,age,676ed8014625d5ebd417b5f2
2026-05-12 17:04:53,2026-05-12 17:06:03,0,69.181.226.192,100,69,1,2026-05-12 17:06:03,R_3744hrqfXea5gxL,,,,,37.374,-121.8595,anonymous,EN,1,1,2,1,2,1,one one,1,2,,2,,,gender,558afc18fdf99b7dfef4d84e
2026-05-12 17:04:01,2026-05-12 17:06:03,0,153.66.169.41,100,122,1,2026-05-12 17:06:04,R_7PY7yuf7EniMmM4,,,,,43.6598,-70.2547,anonymous,EN,1,1,2,1,2,1,one one,8,1,,5,,,age,5c3ebb97b3369c0001a94fea
2026-05-12 17:05:09,2026-05-12 17:06:15,0,97.208.79.80,100,66,1,2026-05-12 17:06:16,R_5VXJ0daDPx5bjtD,,,,,42.9656,-85.65,anonymous,EN,1,1,2,1,2,1,one one,7,2,,5,,,employment type,5acacf8c9534ba0001c777cf
2026-05-12 17:03:32,2026-05-12 17:06:22,0,76.23.68.204,100,170,1,2026-05-12 17:06:23,R_7OqMgNaCwTe53XT,,,,,36.0869,-84.1897,anonymous,EN,1,1,2,1,2,1,one one,6,2,,5,"Everything worked fine, no problems. Have a good day!",,employment type,64badb09518eb5b219132eea
